t_ns,dur_ns,bytes_freed,bytes_moved,live_bytes,free_bytes,largest_free_chunk
775000,18000,483944,40224,40224,484060,484060
1430000,15000,484092,40128,40128,484156,484156
2022000,15000,483976,40240,40240,484044,484044
2610000,14000,484052,40220,40220,484064,484064
3198000,15000,483928,40268,40268,484016,484016
3789000,14000,483976,40152,40152,484132,484132
4374000,15000,484052,40216,40216,484068,484068
4964000,14000,484004,40232,40232,484052,484052
5558000,15000,483936,40196,40196,484088,484088
6158000,16000,483912,40116,40116,484168,484168
6764000,15000,483956,40180,40180,484104,484104
7389000,15000,483956,40244,40244,484040,484040
7993000,14000,484124,40148,40148,484136,484136
8628000,15000,483820,40292,40292,483992,483992
