t_ns,dur_ns,bytes_freed,bytes_moved,live_bytes,free_bytes,largest_free_chunk
368000,65000,219788,256,42328,219788,219788
680000,60000,219744,196,42268,219744,219744
993000,60000,219832,196,42268,219832,219832
1296000,61000,219948,56,42128,219948,219948
1602000,69000,219740,144,42216,219740,219740
1955000,67000,219988,40,42112,219988,219988
2516000,60000,219932,100,42172,219932,219932
2814000,59000,219640,180,42252,219640,219640
3137000,65000,219972,68,42140,219972,219972
3445000,67000,219744,208,42280,219744,219744
3751000,68000,219848,148,42220,219848,219848
4071000,68000,219888,56,42128,219888,219888
4390000,61000,219884,112,42184,219884,219884
4699000,61000,219836,224,42296,219836,219836
5005000,61000,219832,188,42260,219832,219832
5314000,61000,219932,92,42164,219932,219932
5620000,60000,219816,204,42276,219816,219816
5924000,61000,219872,176,42248,219872,219872
6229000,60000,219936,80,42152,219936,219936
6534000,60000,219712,252,42324,219712,219712
6838000,59000,219736,76,42148,219736,219736
7142000,60000,219952,88,42160,219952,219952
7445000,60000,219964,28,42100,219964,219964
7748000,60000,219804,84,42156,219804,219804
8051000,60000,219736,252,42324,219736,219736
8355000,59000,219760,188,42260,219760,219760
8663000,61000,219800,208,42280,219800,219800
8967000,60000,219744,232,42304,219744,219744
9315000,65000,219800,68,42140,219800,219800
9624000,67000,219692,208,42280,219692,219692
9995000,67000,219788,204,42276,219788,219788
10319000,60000,219964,48,42120,219964,219964
