t_ns,dur_ns,bytes_freed,bytes_moved,live_bytes,free_bytes,largest_free_chunk
241000,19000,90900,0,40100,90900,90900
897000,18000,90852,0,40120,90880,90824
1438000,18000,90860,0,40140,90860,90756
2065000,17000,90668,0,40132,90868,90496
2672000,17000,90756,0,40096,90904,90324
3300000,17000,90600,0,40320,90680,89996
3934000,18000,90744,0,40236,90764,89812
4547000,17000,90680,0,40220,90780,89584
5165000,17000,90772,0,40124,90876,89440
5750000,16000,90780,0,40148,90852,89308
6364000,17000,90748,0,40208,90792,89128
6992000,17000,90768,0,40132,90868,88968
7642000,18000,90844,0,40156,90844,88884
8315000,18000,90704,0,40208,90792,88680
8910000,25000,90632,0,40216,90784,88384
9458000,17000,90556,0,40260,90740,88032
9968000,17000,90828,0,40104,90896,87948
10606000,18000,90684,0,40268,90732,87720
11226000,22000,90708,0,40228,90772,87500
11841000,17000,90568,0,40300,90700,87140
12449000,17000,90916,0,40112,90928,90928
13100000,17000,90796,0,40108,90932,90756
13696000,17000,90772,0,40164,90876,90560
14326000,17000,90848,0,40156,90884,90440
14966000,17000,90760,0,40268,90772,90232
15574000,17000,90712,0,40272,90768,89976
16205000,17000,90752,0,40244,90796,89776
16827000,18000,90660,0,40204,90836,89468
17463000,17000,90680,0,40296,90744,89180
18108000,26000,90500,0,40316,90724,88732
18716000,17000,90872,0,40112,90928,88636
19145000,19000,90808,0,40124,90916,88492
19736000,17000,90796,0,40164,90876,88332
20360000,17000,90612,0,40332,90708,87976
20925000,17000,90808,0,40220,90820,87828
21567000,17000,90724,0,40244,90796,87584
22139000,17000,90916,0,40108,90932,87532
22728000,17000,90808,0,40208,90832,87372
23293000,17000,90716,0,40212,90828,87120
23896000,18000,90676,0,40268,90772,86844
24543000,18000,90728,0,40184,90856,86604
25167000,17000,90888,0,40112,90928,86524
25574000,17000,90524,0,40328,90712,86080
26116000,17000,90660,0,40268,90772,85788
26716000,17000,90708,0,40224,90816,85528
27310000,17000,90620,0,40320,90720,85180
27889000,17000,90920,0,40108,90932,85132
28496000,17000,90780,0,40128,90912,84944
29154000,18000,90824,0,40108,90932,84800
29769000,17000,90712,0,40272,90768,84544
30339000,17000,90664,0,40240,90800,84240
30865000,16000,90592,0,40304,90736,83864
31461000,17000,90876,0,40124,90916,83772
32010000,17000,90828,0,40120,90920,83632
32606000,17000,90736,0,40240,90800,83400
33173000,17000,90844,0,40112,90928,83276
33752000,17000,90932,0,40108,90932,83240
34330000,20000,90768,0,40256,90784,83056
34858000,17000,90820,0,40144,90896,82920
35423000,17000,90752,0,40252,90788,82704
36029000,16000,90792,0,40104,90936,82544
36602000,17000,90780,0,40132,90908,82376
37171000,17000,90824,0,40216,90824,82232
37726000,17000,90792,0,40248,90792,82056
38214000,17000,90708,0,40200,90840,81796
38838000,20000,90660,0,40332,90708,81500
39457000,20000,90888,0,40132,90908,81420
39968000,17000,90848,0,40192,90848,81300
40553000,18000,90708,0,40268,90772,81060
41115000,17000,90840,0,40140,90900,80932
41676000,17000,90836,0,40180,90860,80800
42228000,16000,90872,0,40096,90944,80704
42803000,21000,90600,0,40320,90720,80336
43357000,17000,90748,0,40236,90804,80116
43883000,17000,90680,0,40220,90820,79828
