t_ns,dur_ns,bytes_freed,bytes_moved,live_bytes,free_bytes,largest_free_chunk
153000,2000,2532,5624,5624,2564,2564
209000,2000,1968,6072,6072,2116,2116
259000,1000,1964,6212,6212,1976,1976
305000,2000,1776,6396,6396,1792,1792
351000,2000,1592,6564,6564,1624,1624
387000,2000,1368,6672,6672,1516,1516
440000,3000,1484,6624,6624,1564,1564
475000,2000,980,6992,6992,1196,1196
502000,2000,1084,7024,7024,1164,1164
527000,2000,1176,6864,6864,1324,1324
557000,2000,1252,6860,6860,1328,1328
589000,1000,1096,7056,7056,1132,1132
616000,1000,1228,6936,6936,1252,1252
643000,2000,1136,6900,6900,1288,1288
673000,1000,908,7164,7164,1024,1024
697000,2000,1180,7000,7000,1188,1188
725000,2000,1168,7000,7000,1188,1188
757000,2000,1068,7080,7080,1108,1108
786000,2000,992,7192,7192,996,996
810000,2000,912,7200,7200,988,988
830000,2000,772,7220,7220,968,968
851000,2000,856,7200,7200,988,988
871000,2000,812,7160,7160,1028,1028
895000,2000,856,7284,7284,904,904
916000,2000,872,7244,7244,944,944
939000,2000,852,7264,7264,924,924
964000,2000,1068,7116,7116,1072,1072
990000,3000,888,7268,7268,920,920
1013000,3000,1028,7080,7080,1108,1108
1039000,3000,944,7124,7124,1064,1064
1065000,3000,828,7344,7344,844,844
1082000,2000,772,7192,7192,996,996
1105000,2000,1052,7052,7052,1136,1136
1133000,2000,988,7188,7188,1000,1000
1157000,1000,976,7192,7192,996,996
1181000,2000,1128,7060,7060,1128,1128
1208000,2000,1004,7152,7152,1036,1036
1233000,2000,1028,7160,7160,1028,1028
1258000,2000,932,7240,7240,948,948
1281000,2000,920,7268,7268,920,920
1302000,2000,1012,7072,7072,1116,1116
1326000,2000,1040,7020,7020,1168,1168
1353000,2000,920,7188,7188,1000,1000
1375000,2000,976,7128,7128,1060,1060
1399000,3000,916,7248,7248,940,940
1420000,2000,952,7112,7112,1076,1076
1445000,2000,912,7220,7220,968,968
1467000,2000,852,7252,7252,936,936
1487000,2000,788,7268,7268,920,920
1509000,2000,1096,7084,7084,1104,1104
1536000,2000,928,7232,7232,956,956
1556000,2000,800,7264,7264,924,924
1576000,2000,924,7112,7112,1076,1076
1602000,2000,1004,7184,7184,1004,1004
1626000,2000,896,7268,7268,920,920
1647000,2000,1032,7044,7044,1144,1144
1673000,2000,916,7148,7148,1040,1040
1697000,1000,856,7284,7284,904,904
1713000,2000,760,7172,7172,1016,1016
1734000,2000,784,7216,7216,972,972
1755000,2000,836,7264,7264,924,924
1778000,2000,912,7276,7276,912,912
1800000,2000,960,7204,7204,984,984
1825000,2000,1048,7132,7132,1056,1056
1851000,3000,1040,7140,7140,1048,1048
1879000,2000,888,7196,7196,992,992
1902000,3000,884,7212,7212,976,976
1925000,2000,992,7080,7080,1108,1108
1952000,2000,992,7192,7192,996,996
1974000,2000,1052,7052,7052,1136,1136
2002000,2000,988,7188,7188,1000,1000
2026000,2000,976,7192,7192,996,996
2051000,1000,1128,7060,7060,1128,1128
2077000,2000,1004,7152,7152,1036,1036
2102000,2000,1028,7160,7160,1028,1028
2127000,2000,932,7240,7240,948,948
2151000,2000,920,7268,7268,920,920
2172000,1000,1012,7072,7072,1116,1116
2196000,2000,1040,7020,7020,1168,1168
2222000,2000,920,7188,7188,1000,1000
2244000,2000,976,7128,7128,1060,1060
2268000,2000,916,7248,7248,940,940
2289000,2000,952,7112,7112,1076,1076
2314000,2000,912,7220,7220,968,968
2336000,2000,852,7252,7252,936,936
2356000,2000,788,7268,7268,920,920
2378000,2000,1096,7084,7084,1104,1104
2405000,2000,928,7232,7232,956,956
2425000,2000,800,7264,7264,924,924
2445000,1000,924,7112,7112,1076,1076
2470000,2000,1004,7184,7184,1004,1004
2495000,2000,896,7268,7268,920,920
2516000,2000,1032,7044,7044,1144,1144
2542000,2000,916,7148,7148,1040,1040
2566000,2000,856,7284,7284,904,904
2582000,2000,760,7172,7172,1016,1016
2603000,2000,784,7216,7216,972,972
2624000,3000,836,7264,7264,924,924
2647000,2000,912,7276,7276,912,912
2669000,2000,960,7204,7204,984,984
2694000,2000,1048,7132,7132,1056,1056
2720000,2000,1040,7140,7140,1048,1048
2744000,2000,888,7196,7196,992,992
2767000,3000,884,7212,7212,976,976
2790000,2000,992,7080,7080,1108,1108
2817000,2000,992,7192,7192,996,996
2840000,2000,1052,7052,7052,1136,1136
2868000,2000,988,7188,7188,1000,1000
2892000,2000,976,7192,7192,996,996
2917000,2000,1128,7060,7060,1128,1128
2944000,2000,1004,7152,7152,1036,1036
2969000,1000,1028,7160,7160,1028,1028
2993000,2000,932,7240,7240,948,948
3017000,2000,920,7268,7268,920,920
3038000,2000,1012,7072,7072,1116,1116
3062000,2000,1040,7020,7020,1168,1168
3088000,2000,920,7188,7188,1000,1000
3110000,2000,976,7128,7128,1060,1060
3135000,2000,916,7248,7248,940,940
3156000,1000,952,7112,7112,1076,1076
3180000,2000,912,7220,7220,968,968
3202000,2000,852,7252,7252,936,936
3222000,2000,788,7268,7268,920,920
3244000,2000,1096,7084,7084,1104,1104
3271000,2000,928,7232,7232,956,956
3292000,1000,800,7264,7264,924,924
3312000,1000,924,7112,7112,1076,1076
3338000,2000,1004,7184,7184,1004,1004
3362000,2000,896,7268,7268,920,920
3383000,2000,1032,7044,7044,1144,1144
3409000,2000,916,7148,7148,1040,1040
3433000,1000,856,7284,7284,904,904
3449000,2000,760,7172,7172,1016,1016
3469000,2000,784,7216,7216,972,972
3491000,2000,836,7264,7264,924,924
3513000,2000,912,7276,7276,912,912
3535000,2000,960,7204,7204,984,984
3561000,2000,1048,7132,7132,1056,1056
3587000,2000,1040,7140,7140,1048,1048
3611000,2000,888,7196,7196,992,992
3634000,2000,884,7212,7212,976,976
3656000,2000,992,7080,7080,1108,1108
3683000,2000,992,7192,7192,996,996
3706000,2000,1052,7052,7052,1136,1136
3734000,2000,988,7188,7188,1000,1000
3759000,1000,976,7192,7192,996,996
3784000,1000,1128,7060,7060,1128,1128
3810000,2000,1004,7152,7152,1036,1036
3835000,2000,1028,7160,7160,1028,1028
3860000,2000,932,7240,7240,948,948
3883000,2000,920,7268,7268,920,920
3904000,2000,1012,7072,7072,1116,1116
3928000,2000,1040,7020,7020,1168,1168
3954000,2000,920,7188,7188,1000,1000
3976000,2000,976,7128,7128,1060,1060
4001000,2000,916,7248,7248,940,940
4022000,2000,952,7112,7112,1076,1076
4047000,2000,912,7220,7220,968,968
4069000,2000,852,7252,7252,936,936
4089000,2000,788,7268,7268,920,920
4111000,2000,1096,7084,7084,1104,1104
4137000,2000,928,7232,7232,956,956
4158000,1000,800,7264,7264,924,924
4178000,1000,924,7112,7112,1076,1076
4203000,2000,1004,7184,7184,1004,1004
4228000,2000,896,7268,7268,920,920
4249000,2000,1032,7044,7044,1144,1144
4275000,2000,916,7148,7148,1040,1040
4299000,1000,856,7284,7284,904,904
4315000,2000,760,7172,7172,1016,1016
4335000,2000,784,7216,7216,972,972
4357000,2000,836,7264,7264,924,924
4379000,2000,912,7276,7276,912,912
4401000,2000,960,7204,7204,984,984
4426000,2000,1048,7132,7132,1056,1056
4452000,2000,1040,7140,7140,1048,1048
4476000,2000,888,7196,7196,992,992
4500000,2000,884,7212,7212,976,976
4522000,2000,992,7080,7080,1108,1108
4549000,2000,992,7192,7192,996,996
4572000,1000,1052,7052,7052,1136,1136
4599000,2000,988,7188,7188,1000,1000
4623000,2000,976,7192,7192,996,996
4650000,2000,1128,7060,7060,1128,1128
4677000,2000,1004,7152,7152,1036,1036
4702000,2000,1028,7160,7160,1028,1028
4727000,1000,932,7240,7240,948,948
4750000,2000,920,7268,7268,920,920
4771000,2000,1012,7072,7072,1116,1116
4796000,1000,1040,7020,7020,1168,1168
4822000,1000,920,7188,7188,1000,1000
4844000,2000,976,7128,7128,1060,1060
4868000,2000,916,7248,7248,940,940
4889000,2000,952,7112,7112,1076,1076
4914000,2000,912,7220,7220,968,968
4935000,3000,852,7252,7252,936,936
4956000,1000,788,7268,7268,920,920
4978000,1000,1096,7084,7084,1104,1104
5004000,2000,928,7232,7232,956,956
5025000,2000,800,7264,7264,924,924
5045000,1000,924,7112,7112,1076,1076
5071000,2000,1004,7184,7184,1004,1004
5095000,2000,896,7268,7268,920,920
5116000,2000,1032,7044,7044,1144,1144
5142000,2000,916,7148,7148,1040,1040
5166000,1000,856,7284,7284,904,904
5182000,2000,760,7172,7172,1016,1016
5202000,2000,784,7216,7216,972,972
5224000,2000,836,7264,7264,924,924
5246000,2000,912,7276,7276,912,912
5268000,2000,960,7204,7204,984,984
5294000,2000,1048,7132,7132,1056,1056
5320000,2000,1040,7140,7140,1048,1048
5344000,2000,888,7196,7196,992,992
5367000,3000,884,7212,7212,976,976
5390000,2000,992,7080,7080,1108,1108
5417000,2000,992,7192,7192,996,996
5440000,2000,1052,7052,7052,1136,1136
5467000,2000,988,7188,7188,1000,1000
5492000,1000,976,7192,7192,996,996
5516000,2000,1128,7060,7060,1128,1128
5543000,2000,1004,7152,7152,1036,1036
5568000,2000,1028,7160,7160,1028,1028
5593000,2000,932,7240,7240,948,948
5616000,2000,920,7268,7268,920,920
5637000,2000,1012,7072,7072,1116,1116
5662000,1000,1040,7020,7020,1168,1168
5688000,2000,920,7188,7188,1000,1000
5710000,2000,976,7128,7128,1060,1060
5735000,2000,916,7248,7248,940,940
5755000,2000,952,7112,7112,1076,1076
5780000,2000,912,7220,7220,968,968
5802000,2000,852,7252,7252,936,936
5822000,2000,788,7268,7268,920,920
5845000,1000,1096,7084,7084,1104,1104
5871000,2000,928,7232,7232,956,956
5892000,1000,800,7264,7264,924,924
5911000,2000,924,7112,7112,1076,1076
5937000,2000,1004,7184,7184,1004,1004
5961000,2000,896,7268,7268,920,920
5983000,2000,1032,7044,7044,1144,1144
6008000,2000,916,7148,7148,1040,1040
6033000,2000,856,7284,7284,904,904
6050000,2000,760,7172,7172,1016,1016
6073000,2000,784,7216,7216,972,972
6097000,2000,836,7264,7264,924,924
6122000,2000,912,7276,7276,912,912
6146000,2000,960,7204,7204,984,984
6172000,2000,1048,7132,7132,1056,1056
6199000,2000,1040,7140,7140,1048,1048
6223000,2000,888,7196,7196,992,992
6247000,2000,884,7212,7212,976,976
6269000,2000,992,7080,7080,1108,1108
6296000,2000,992,7192,7192,996,996
6319000,2000,1052,7052,7052,1136,1136
6347000,2000,988,7188,7188,1000,1000
6371000,1000,976,7192,7192,996,996
6395000,2000,1128,7060,7060,1128,1128
6421000,2000,1004,7152,7152,1036,1036
6446000,1000,1028,7160,7160,1028,1028
6470000,2000,932,7240,7240,948,948
