t_ns,dur_ns,bytes_freed,bytes_moved,live_bytes,free_bytes,largest_free_chunk
1487000,20000,114464,0,16492,114464,113356
3516000,17000,114412,0,16492,114464,105184
5552000,17000,114328,0,16492,114464,96592
7462000,17000,114192,0,16640,114316,88024
9271000,26000,114232,0,16492,114464,79388
10787000,16000,114324,0,16476,114480,70980
12568000,17000,114308,0,16492,114464,62416
14296000,17000,114336,0,16476,114480,59344
15976000,17000,114424,0,16492,114532,67860
17692000,17000,114432,0,16476,114548,76408
19484000,19000,114420,0,16492,114532,84916
21253000,17000,114432,0,16476,114548,93448
23017000,17000,114428,0,16492,114532,101960
24955000,18000,114432,0,16476,114548,110508
