t_ns,dur_ns,bytes_freed,bytes_moved,live_bytes,free_bytes,largest_free_chunk
748000,12000,48168,17340,17340,48192,48192
1242000,10000,48264,17208,17208,48324,48324
1761000,10000,48040,17340,17340,48192,48192
2274000,10000,48172,17236,17236,48296,48296
2806000,10000,48080,17340,17340,48192,48192
3291000,10000,48252,17236,17236,48296,48296
3822000,10000,47928,17552,17552,47980,47980
4316000,10000,48212,17236,17236,48296,48296
4827000,10000,47876,17552,17552,47980,47980
5315000,10000,48016,17364,17364,48168,48168
5819000,10000,47880,17524,17524,48008,48008
6327000,10000,48140,17364,17364,48168,48168
6845000,10000,48040,17420,17420,48112,48112
7348000,10000,48212,17236,17236,48296,48296
7858000,10000,47968,17420,17420,48112,48112
8352000,10000,48064,17236,17236,48296,48296
8858000,10000,48016,17420,17420,48112,48112
9357000,10000,48172,17236,17236,48296,48296
9866000,19000,47956,17420,17420,48112,48112
10397000,10000,48024,17340,17340,48192,48192
10927000,10000,47908,17420,17420,48112,48112
11439000,9000,48164,17340,17340,48192,48192
11941000,11000,48048,17420,17420,48112,48112
12445000,9000,48024,17340,17340,48192,48192
12924000,10000,48164,17208,17208,48324,48324
13469000,20000,48172,17340,17340,48192,48192
13977000,10000,48320,17208,17208,48324,48324
14483000,10000,48172,17340,17340,48192,48192
14966000,10000,48320,17208,17208,48324,48324
15485000,9000,48172,17340,17340,48192,48192
15970000,10000,48320,17208,17208,48324,48324
16478000,10000,48172,17340,17340,48192,48192
17000000,10000,48320,17208,17208,48324,48324
17530000,10000,48172,17340,17340,48192,48192
18019000,10000,48320,17208,17208,48324,48324
