run_ns,mutator_ns,instructions,bytes_allocated,alloc_count,peak_watermark,peak_live_bytes,collections,total_pause_ns,max_pause_ns,bytes_freed_total,bytes_moved_total,exit_status
217054000,216559000,921640,7607964,50004,1048532,5316,7,495000,132000,7301944,0,1
