run_ns,mutator_ns,instructions,bytes_allocated,alloc_count,peak_watermark,peak_live_bytes,collections,total_pause_ns,max_pause_ns,bytes_freed_total,bytes_moved_total,exit_status
26355000,26246000,1367349,1214792,10023,262044,14900,4,109000,28000,988272,0,1
