run_ns,mutator_ns,instructions,bytes_allocated,alloc_count,peak_watermark,peak_live_bytes,collections,total_pause_ns,max_pause_ns,bytes_freed_total,bytes_moved_total,exit_status
94805000,94261000,707894,7140756,50513,524276,41736,14,544000,45000,6755540,0,1
