run_ns,mutator_ns,instructions,bytes_allocated,alloc_count,peak_watermark,peak_live_bytes,collections,total_pause_ns,max_pause_ns,bytes_freed_total,bytes_moved_total,exit_status
18570000,18141000,1408192,2203596,13736,524272,19168,4,429000,124000,2020356,39560,1
