run_ns,mutator_ns,instructions,bytes_allocated,alloc_count,peak_watermark,peak_live_bytes,collections,total_pause_ns,max_pause_ns,bytes_freed_total,bytes_moved_total,exit_status
245050000,244575000,15272531,7221672,50006,524232,6732,13,475000,50000,6726748,0,1
