run_ns,mutator_ns,instructions,bytes_allocated,alloc_count,peak_watermark,peak_live_bytes,collections,total_pause_ns,max_pause_ns,bytes_freed_total,bytes_moved_total,exit_status
35246000,17527000,1367349,1214764,10023,16340,15216,971,17719000,26000,1199572,5602160,1
