run_ns,mutator_ns,instructions,bytes_allocated,alloc_count,peak_watermark,peak_live_bytes,collections,total_pause_ns,max_pause_ns,bytes_freed_total,bytes_moved_total,exit_status
17336000,17108000,1367349,1214764,10023,131044,15216,23,228000,13000,1159696,345548,1
