run_ns,mutator_ns,instructions,bytes_allocated,alloc_count,peak_watermark,peak_live_bytes,collections,total_pause_ns,max_pause_ns,bytes_freed_total,bytes_moved_total,exit_status
10847000,9341000,707894,7209808,50513,524276,42084,14,1506000,118000,6750788,2280,1
