run_ns,mutator_ns,instructions,bytes_allocated,alloc_count,peak_watermark,peak_live_bytes,collections,total_pause_ns,max_pause_ns,bytes_freed_total,bytes_moved_total,exit_status
165290000,162803000,15045362,7104672,50006,32768,16812,575,2487000,17000,10561188,889400,1
