run_ns,mutator_ns,instructions,bytes_allocated,alloc_count,peak_watermark,peak_live_bytes,collections,total_pause_ns,max_pause_ns,bytes_freed_total,bytes_moved_total,exit_status
211834000,211357000,16050438,7610388,50006,262132,6968,29,477000,24000,7399624,0,1
