run_ns,mutator_ns,instructions,bytes_allocated,alloc_count,peak_watermark,peak_live_bytes,collections,total_pause_ns,max_pause_ns,bytes_freed_total,bytes_moved_total,exit_status
13821000,12458000,911080,7102608,50004,32768,16748,524,1363000,10000,10132868,373752,1
