run_ns,mutator_ns,instructions,bytes_allocated,alloc_count,peak_watermark,peak_live_bytes,collections,total_pause_ns,max_pause_ns,bytes_freed_total,bytes_moved_total,exit_status
238258000,174026000,15517222,7339916,50006,16384,7828,18688,64232000,30000,7331900,143904296,1
