run_ns,mutator_ns,instructions,bytes_allocated,alloc_count,peak_watermark,peak_live_bytes,collections,total_pause_ns,max_pause_ns,bytes_freed_total,bytes_moved_total,exit_status
53896000,53434000,911080,7103036,50004,262108,4632,27,462000,22000,6951544,0,1
