run_ns,mutator_ns,instructions,bytes_allocated,alloc_count,peak_watermark,peak_live_bytes,collections,total_pause_ns,max_pause_ns,bytes_freed_total,bytes_moved_total,exit_status
9651000,9630000,707894,7037504,50513,7078752,41144,1,21000,21000,4153060,41144,1
