t_ns,dur_ns,bytes_freed,bytes_moved,live_bytes,free_bytes,largest_free_chunk
126000,50000,0,8184,8184,24576,24576
276000,27000,416,7556,15740,17020,17020
396000,8000,1064,7104,22844,9916,9916
498000,28000,16240,7188,16444,16316,16316
614000,7000,1068,7056,23500,9260,9260
724000,26000,16188,7188,16444,16316,16316
844000,7000,928,7132,23576,9184,9184
943000,24000,16300,7132,16388,16372,16372
1056000,6000,1124,7004,23392,9368,9368
1150000,22000,16324,7132,16388,16372,16372
1261000,6000,1124,7020,23408,9352,9352
1354000,21000,16336,7132,16388,16372,16372
1462000,6000,896,7260,23648,9112,9112
1555000,21000,15936,7436,16692,16068,16068
1662000,20000,16056,7436,16692,16068,16068
1765000,5000,820,7028,23720,9040,9040
1857000,22000,16064,7436,16692,16068,16068
1964000,21000,16100,7392,16648,16112,16112
2071000,6000,864,7080,23728,9032,9032
2159000,21000,16012,7392,16648,16112,16112
2264000,5000,864,6972,23620,9140,9140
2356000,21000,16100,7392,16648,16112,16112
2465000,6000,820,7088,23736,9024,9024
2550000,22000,16244,7216,16472,16288,16288
2660000,6000,1040,7008,23480,9280,9280
2761000,22000,16140,7216,16472,16288,16288
2871000,11000,1040,7088,23560,9200,9200
2970000,21000,16180,7216,16472,16288,16288
3079000,6000,1040,7064,23536,9224,9224
3170000,21000,16264,7044,16300,16460,16460
3278000,6000,1212,6984,23284,9476,9476
3371000,26000,16296,7044,16300,16460,16460
3490000,6000,1212,6904,23204,9556,9556
3588000,22000,16432,7044,16300,16460,16460
3703000,6000,1212,6788,23088,9672,9672
3798000,21000,16404,7044,16300,16460,16460
3909000,7000,992,7220,23520,9240,9240
4009000,22000,16144,7220,16476,16284,16284
4119000,6000,1036,6940,23416,9344,9344
4214000,22000,16228,7240,16496,16264,16264
4325000,6000,988,7100,23596,9164,9164
4423000,22000,16320,7164,16420,16340,16340
4534000,7000,896,7220,23640,9120,9120
4633000,21000,16180,7320,16576,16184,16184
4742000,6000,836,7032,23608,9152,9152
4838000,22000,16252,7188,16444,16316,16316
4946000,6000,1068,7056,23500,9260,9260
5043000,22000,16188,7188,16444,16316,16316
5157000,6000,928,7132,23576,9184,9184
5255000,22000,16300,7132,16388,16372,16372
5368000,6000,1124,7004,23392,9368,9368
5464000,22000,16324,7132,16388,16372,16372
5577000,7000,1124,7020,23408,9352,9352
5674000,22000,16336,7132,16388,16372,16372
5787000,7000,896,7260,23648,9112,9112
5883000,21000,15936,7436,16692,16068,16068
5990000,19000,16056,7436,16692,16068,16068
6092000,6000,820,7028,23720,9040,9040
6185000,21000,16064,7436,16692,16068,16068
6292000,20000,16100,7392,16648,16112,16112
6398000,5000,864,7080,23728,9032,9032
6485000,21000,16012,7392,16648,16112,16112
6591000,6000,864,6972,23620,9140,9140
6692000,22000,16100,7392,16648,16112,16112
6812000,6000,820,7088,23736,9024,9024
6911000,23000,16244,7216,16472,16288,16288
7026000,6000,1040,7008,23480,9280,9280
7119000,21000,16140,7216,16472,16288,16288
7227000,6000,1040,7088,23560,9200,9200
7320000,21000,16180,7216,16472,16288,16288
7427000,6000,1040,7064,23536,9224,9224
7518000,21000,16264,7044,16300,16460,16460
7628000,7000,1212,6984,23284,9476,9476
7732000,25000,16296,7044,16300,16460,16460
7846000,6000,1212,6904,23204,9556,9556
7940000,21000,16432,7044,16300,16460,16460
8049000,6000,1212,6788,23088,9672,9672
8143000,20000,16404,7044,16300,16460,16460
8251000,6000,992,7220,23520,9240,9240
8345000,20000,16144,7220,16476,16284,16284
8450000,6000,1036,6940,23416,9344,9344
8540000,21000,16228,7240,16496,16264,16264
8647000,6000,988,7100,23596,9164,9164
8758000,24000,16320,7164,16420,16340,16340
8869000,6000,896,7220,23640,9120,9120
8968000,29000,16180,7320,16576,16184,16184
9082000,6000,836,7032,23608,9152,9152
9185000,22000,16252,7188,16444,16316,16316
9290000,5000,1068,7056,23500,9260,9260
9383000,23000,16188,7188,16444,16316,16316
9509000,8000,928,7132,23576,9184,9184
9616000,24000,16300,7132,16388,16372,16372
9737000,8000,1124,7004,23392,9368,9368
9850000,25000,16324,7132,16388,16372,16372
9973000,6000,1124,7020,23408,9352,9352
