t_ns,dur_ns,bytes_freed,bytes_moved,live_bytes,free_bytes,largest_free_chunk
157000,16000,60888,1196,4556,60888,60888
271000,12000,60772,1280,4640,60772,60772
379000,12000,60948,1064,4424,60948,60948
488000,12000,61008,1020,4380,61008,61008
597000,12000,60912,1180,4540,60912,60912
704000,11000,60968,1092,4452,60968,60968
811000,11000,60820,1268,4628,60820,60820
925000,12000,60840,1280,4640,60840,60840
1036000,12000,61052,1100,4460,61052,61052
1147000,12000,60992,1128,4488,60992,60992
1259000,12000,60904,1256,4616,60904,60904
1372000,12000,60840,1236,4596,60840,60840
1484000,12000,60840,1268,4628,60840,60840
1596000,11000,61104,1052,4412,61104,61104
1708000,12000,60916,1096,4456,60916,60916
1819000,12000,60872,1276,4636,60872,60872
1934000,12000,60668,1276,4636,60668,60668
2046000,12000,60880,1132,4492,60880,60880
2156000,12000,60944,1120,4480,60944,60944
2268000,12000,60872,1224,4584,60872,60872
2380000,12000,60932,1228,4588,60932,60932
2492000,12000,60936,1136,4496,60936,60936
2608000,12000,60736,1268,4628,60736,60736
2724000,12000,61028,1064,4424,61028,61028
2834000,11000,61032,1020,4380,61032,61032
2952000,12000,60820,1232,4592,60820,60820
3084000,12000,60812,1268,4628,60812,60812
3199000,12000,61020,1072,4432,61020,61020
3319000,11000,60936,1152,4512,60936,60936
3436000,11000,60928,1212,4572,60928,60928
3550000,11000,61036,1120,4480,61036,61036
3669000,12000,61028,1064,4424,61028,61028
3785000,12000,60940,1140,4500,60940,60940
3895000,11000,61056,1048,4408,61056,61056
4007000,12000,60888,1216,4576,60888,60888
4123000,12000,60996,1096,4456,60996,60996
4234000,12000,60884,1232,4592,60884,60884
4350000,11000,60980,1176,4536,60980,60980
4476000,12000,61100,1060,4420,61100,61100
4588000,11000,60912,1172,4532,60912,60912
4699000,12000,61092,1072,4432,61092,61092
4812000,12000,60996,1112,4472,60996,60996
4924000,11000,61016,1148,4508,61016,61016
5049000,11000,60932,1208,4568,60932,60932
5162000,12000,60988,1124,4484,60988,60988
5274000,11000,60920,1044,4404,60920,60920
5385000,15000,60864,1268,4628,60864,60864
5500000,12000,61104,1052,4412,61104,61104
5612000,11000,60916,1096,4456,60916,60916
5723000,12000,60872,1276,4636,60872,60872
5835000,11000,60668,1276,4636,60668,60668
5946000,12000,60880,1132,4492,60880,60880
6063000,12000,60944,1120,4480,60944,60944
6178000,12000,60872,1224,4584,60872,60872
6292000,12000,60932,1228,4588,60932,60932
6404000,12000,60936,1136,4496,60936,60936
6516000,11000,60736,1268,4628,60736,60736
6633000,12000,61028,1064,4424,61028,61028
6743000,12000,61032,1020,4380,61032,61032
6855000,12000,60820,1232,4592,60820,60820
6975000,12000,60812,1268,4628,60812,60812
7086000,12000,61020,1072,4432,61020,61020
7206000,12000,60936,1152,4512,60936,60936
7318000,12000,60928,1212,4572,60928,60928
7429000,12000,61036,1120,4480,61036,61036
7542000,12000,61028,1064,4424,61028,61028
7655000,12000,60940,1140,4500,60940,60940
7766000,11000,61056,1048,4408,61056,61056
7879000,12000,60888,1216,4576,60888,60888
7992000,12000,60996,1096,4456,60996,60996
8103000,11000,60884,1232,4592,60884,60884
8215000,12000,60980,1176,4536,60980,60980
8327000,12000,61100,1060,4420,61100,61100
8438000,12000,60912,1172,4532,60912,60912
8550000,12000,61092,1072,4432,61092,61092
8666000,12000,60996,1112,4472,60996,60996
8778000,11000,61016,1148,4508,61016,61016
8895000,11000,60932,1208,4568,60932,60932
9020000,12000,60988,1124,4484,60988,60988
9136000,12000,60920,1044,4404,60920,60920
9248000,11000,60864,1268,4628,60864,60864
9359000,11000,61104,1052,4412,61104,61104
9470000,12000,60916,1096,4456,60916,60916
9581000,12000,60872,1276,4636,60872,60872
9693000,12000,60668,1276,4636,60668,60668
9805000,12000,60880,1132,4492,60880,60880
9915000,12000,60944,1120,4480,60944,60944
10027000,12000,60872,1224,4584,60872,60872
10140000,12000,60932,1228,4588,60932,60932
10250000,12000,60936,1136,4496,60936,60936
10362000,12000,60736,1268,4628,60736,60736
10475000,12000,61028,1064,4424,61028,61028
10584000,11000,61032,1020,4380,61032,61032
10695000,12000,60820,1232,4592,60820,60820
10808000,12000,60812,1268,4628,60812,60812
10919000,11000,61020,1072,4432,61020,61020
11030000,12000,60936,1152,4512,60936,60936
11143000,12000,60928,1212,4572,60928,60928
11254000,11000,61036,1120,4480,61036,61036
11366000,12000,61028,1064,4424,61028,61028
11478000,12000,60940,1140,4500,60940,60940
11588000,12000,61056,1048,4408,61056,61056
11701000,12000,60888,1216,4576,60888,60888
11813000,12000,60996,1096,4456,60996,60996
11924000,11000,60884,1232,4592,60884,60884
12035000,12000,60980,1176,4536,60980,60980
12147000,12000,61100,1060,4420,61100,61100
12259000,12000,60912,1172,4532,60912,60912
12370000,12000,61092,1072,4432,61092,61092
12483000,12000,60996,1112,4472,60996,60996
12595000,11000,61016,1148,4508,61016,61016
12706000,12000,60932,1208,4568,60932,60932
12819000,12000,60988,1124,4484,60988,60988
12931000,12000,60920,1044,4404,60920,60920
13042000,12000,60864,1268,4628,60864,60864
13154000,12000,61104,1052,4412,61104,61104
