t_ns,dur_ns,bytes_freed,bytes_moved,live_bytes,free_bytes,largest_free_chunk
1495000,13000,113696,17236,17236,113832,113832
2733000,11000,113736,17236,17236,113832,113832
3962000,11000,113824,17236,17236,113832,113832
5166000,10000,113644,17364,17364,113704,113704
6385000,10000,113660,17364,17364,113704,113704
7580000,10000,113576,17364,17364,113704,113704
8771000,11000,113728,17236,17236,113832,113832
9966000,10000,113800,17236,17236,113832,113832
11194000,11000,113732,17236,17236,113832,113832
12429000,11000,113524,17340,17340,113728,113728
13679000,11000,113616,17340,17340,113728,113728
14917000,13000,113616,17340,17340,113728,113728
16140000,10000,113664,17340,17340,113728,113728
17341000,10000,113484,17552,17552,113516,113516
