t_ns,dur_ns,bytes_freed,bytes_moved,live_bytes,free_bytes,largest_free_chunk
410000,65000,220508,80,41560,220508,220508
735000,60000,220616,24,41504,220616,220616
1056000,60000,220536,88,41568,220536,220536
1378000,60000,220304,248,41728,220304,220304
1703000,60000,220480,120,41600,220480,220480
2023000,60000,220496,40,41520,220496,220496
2343000,59000,220528,104,41584,220528,220528
2669000,60000,220456,168,41648,220456,220456
3004000,64000,220408,84,41564,220408,220408
3345000,60000,220436,44,41524,220436,220436
3669000,60000,220492,88,41568,220492,220492
3991000,59000,220264,220,41700,220264,220264
4324000,64000,220324,152,41632,220324,220324
4659000,60000,220372,160,41640,220372,220372
4978000,64000,220320,236,41716,220320,220320
5311000,60000,220604,48,41528,220604,220604
5641000,60000,220384,188,41668,220384,220384
5963000,59000,220472,132,41612,220472,220472
6283000,60000,220360,140,41620,220360,220360
6602000,60000,220524,72,41552,220524,220524
6922000,60000,220592,64,41544,220592,220592
7242000,59000,220524,64,41544,220524,220524
7562000,59000,220428,80,41560,220428,220428
7900000,64000,220440,188,41668,220440,220440
8244000,60000,220316,212,41692,220316,220316
8585000,63000,220564,64,41544,220564,220564
8934000,71000,220440,196,41676,220440,220440
9286000,62000,220480,24,41504,220480,220480
9636000,62000,220308,236,41716,220308,220308
9973000,62000,220464,176,41656,220464,220464
10306000,63000,220260,168,41648,220260,220260
10645000,63000,220456,44,41524,220456,220456
