t_ns,dur_ns,bytes_freed,bytes_moved,live_bytes,free_bytes,largest_free_chunk
11892000,4000,516400,7716,7716,516568,516568
23731000,3000,516560,7564,7564,516720,516720
35422000,4000,516552,7664,7664,516620,516620
47320000,3000,516744,7532,7532,516752,516752
59361000,5000,516640,7548,7548,516736,516736
70896000,3000,516572,7712,7712,516572,516572
82477000,4000,516532,7716,7716,516568,516568
94018000,4000,516544,7664,7664,516620,516620
105583000,3000,516612,7584,7584,516700,516700
117278000,3000,516748,7528,7528,516756,516756
129093000,4000,516388,7668,7668,516616,516616
140821000,4000,516684,7556,7556,516728,516728
152381000,4000,516724,7532,7532,516752,516752
