t_ns,dur_ns,bytes_freed,bytes_moved,live_bytes,free_bytes,largest_free_chunk
6005000,192000,254636,7500,7500,1041068,1041068
12259000,94000,259688,2292,9792,1038776,1038776
18319000,82000,259804,2140,11932,1036636,1036636
24312000,80000,259724,2268,14200,1034368,1034368
30347000,85000,259904,2160,16360,1032208,1032208
36381000,84000,259860,2244,18604,1029964,1029964
42481000,80000,259988,2088,20692,1027876,1027876
48438000,92000,259780,2176,22868,1025700,1025700
54572000,96000,259772,2208,25076,1023492,1023492
60589000,81000,259868,2220,27296,1021272,1021272
66681000,78000,259792,2260,29556,1019012,1019012
72683000,78000,259936,2160,31716,1016852,1016852
78653000,78000,259812,2168,33884,1014684,1014684
84648000,78000,259844,2204,36088,1012480,1012480
90468000,87000,260056,2080,38168,1010400,1010400
96353000,77000,259912,2156,40324,1008244,1008244
102314000,79000,259892,2084,42408,1006160,1006160
108156000,77000,259896,2204,44612,1003956,1003956
113987000,80000,259680,2252,46864,1001704,1001704
120085000,80000,260012,2124,48988,999580,999580
126489000,76000,259868,2096,51084,997484,997484
132515000,76000,259912,2180,53264,995304,995304
138357000,95000,259908,2196,55460,993108,993108
144485000,76000,259768,2288,57748,990820,990820
150443000,76000,260000,2120,59868,988700,988700
156476000,76000,259788,2288,62156,986412,986412
162548000,69000,260116,1920,64076,984492,984492
