t_ns,dur_ns,bytes_freed,bytes_moved,live_bytes,free_bytes,largest_free_chunk
292000,8000,125608,0,5348,125608,90952
1123000,8000,125668,0,5136,125820,52088
1649000,8000,125520,0,5376,125580,75508
2243000,9000,125680,0,5092,125864,71368
2778000,8000,125560,0,5212,125744,78740
3366000,9000,125516,0,5240,125716,88388
4115000,9000,125368,0,5336,125620,82128
4767000,8000,125488,0,5316,125640,81272
5410000,9000,125768,0,5124,125832,57064
5940000,8000,125760,0,5160,125864,54724
6405000,8000,125624,0,5248,125776,81216
7031000,8000,125468,0,5376,125648,91892
7735000,10000,125812,0,5092,125932,82416
8388000,10000,125600,0,5308,125716,53028
8943000,8000,125836,0,5124,125900,61592
9500000,9000,125696,0,5232,125792,83092
9992000,8000,125548,0,5160,125864,74364
10581000,9000,125604,0,5228,125796,68396
11152000,9000,125552,0,5300,125724,65052
11716000,8000,125480,0,5296,125728,50420
12189000,8000,125820,0,5092,125932,48664
12700000,8000,125496,0,5332,125692,63960
13218000,8000,125700,0,5172,125852,89172
13875000,8000,125648,0,5208,125816,67232
14385000,8000,125736,0,5212,125812,68968
14919000,8000,125348,0,5508,125516,48932
15375000,8000,125772,0,5140,125884,64544
15870000,8000,125492,0,5328,125696,76800
16427000,8000,125728,0,5156,125868,81760
17015000,8000,125648,0,5204,125820,81576
17580000,8000,125700,0,5236,125788,72488
18092000,8000,125548,0,5328,125696,71708
18624000,7000,125588,0,5304,125720,49744
19030000,8000,125344,0,5404,125620,48084
19495000,8000,125204,0,5512,125512,64260
19902000,9000,125644,0,5280,125744,68876
20421000,8000,125680,0,5164,125860,74176
20958000,8000,125640,0,5252,125772,80824
21501000,7000,125560,0,5252,125772,80308
22073000,8000,125624,0,5316,125708,84788
22771000,8000,125572,0,5256,125768,72704
23403000,8000,125780,0,5092,125932,59432
23946000,8000,125496,0,5384,125640,47872
24443000,9000,125704,0,5116,125908,65964
24950000,8000,125560,0,5224,125800,70576
25464000,9000,125472,0,5356,125668,70528
26003000,9000,125736,0,5204,125820,89976
26799000,8000,125556,0,5320,125704,73316
27402000,9000,125680,0,5268,125756,69304
27912000,8000,125776,0,5144,125880,45300
28323000,7000,125832,0,5120,125904,59276
28786000,8000,125536,0,5400,125624,78544
29323000,7000,125796,0,5160,125864,74524
29852000,15000,125700,0,5172,125852,75184
30434000,8000,125536,0,5220,125804,71548
30995000,9000,125548,0,5260,125764,67500
31539000,8000,125480,0,5256,125768,56052
32013000,9000,125700,0,5172,125852,48132
32487000,8000,125720,0,5224,125800,56264
32948000,8000,125636,0,5216,125808,76372
