t_ns,dur_ns,bytes_freed,bytes_moved,live_bytes,free_bytes,largest_free_chunk
286000,2000,125392,5476,5476,125592,125592
510000,1000,125456,5528,5528,125540,125540
721000,1000,125620,5392,5392,125676,125676
930000,1000,125648,5352,5352,125716,125716
1153000,1000,125540,5460,5460,125608,125608
1373000,1000,125332,5588,5588,125480,125480
1581000,1000,125472,5540,5540,125528,125528
1790000,1000,125532,5452,5452,125616,125616
2000000,1000,125540,5352,5352,125716,125716
2209000,1000,125664,5352,5352,125716,125716
2424000,1000,125572,5496,5496,125572,125572
2653000,1000,125416,5440,5440,125628,125628
2878000,1000,125284,5552,5552,125516,125516
3098000,1000,125672,5384,5384,125684,125684
3312000,1000,125588,5408,5408,125660,125660
3531000,1000,125464,5564,5564,125504,125504
3744000,1000,125384,5584,5584,125484,125484
3964000,1000,125600,5432,5432,125636,125636
4175000,1000,125288,5568,5568,125500,125500
4385000,1000,125640,5384,5384,125684,125684
4599000,1000,125580,5484,5484,125584,125584
4812000,1000,125516,5468,5468,125600,125600
5023000,1000,125572,5484,5484,125584,125584
5231000,1000,125500,5540,5540,125528,125528
5447000,1000,125384,5556,5556,125512,125512
5658000,1000,125560,5484,5484,125584,125584
5875000,1000,125524,5536,5536,125532,125532
6096000,1000,125536,5532,5532,125536,125536
6306000,1000,125624,5428,5428,125640,125640
6532000,1000,125540,5488,5488,125580,125580
6746000,1000,125388,5560,5560,125508,125508
6957000,1000,125452,5548,5548,125520,125520
7173000,1000,125640,5424,5424,125644,125644
7383000,0,125396,5548,5548,125520,125520
7601000,1000,125612,5432,5432,125636,125636
7814000,1000,125580,5476,5476,125592,125592
8031000,1000,125456,5528,5528,125540,125540
8267000,1000,125620,5392,5392,125676,125676
8485000,1000,125648,5352,5352,125716,125716
8694000,1000,125540,5460,5460,125608,125608
8933000,1000,125332,5588,5588,125480,125480
9160000,2000,125472,5540,5540,125528,125528
9391000,1000,125532,5452,5452,125616,125616
9622000,2000,125540,5352,5352,125716,125716
9840000,1000,125664,5352,5352,125716,125716
10058000,1000,125572,5496,5496,125572,125572
10276000,1000,125416,5440,5440,125628,125628
10493000,1000,125284,5552,5552,125516,125516
10710000,1000,125672,5384,5384,125684,125684
10940000,1000,125588,5408,5408,125660,125660
11174000,2000,125464,5564,5564,125504,125504
11392000,1000,125384,5584,5584,125484,125484
11611000,2000,125600,5432,5432,125636,125636
11829000,1000,125288,5568,5568,125500,125500
12053000,1000,125640,5384,5384,125684,125684
12286000,1000,125580,5484,5484,125584,125584
12522000,1000,125516,5468,5468,125600,125600
12747000,1000,125572,5484,5484,125584,125584
