t_ns,dur_ns,bytes_freed,bytes_moved,live_bytes,free_bytes,largest_free_chunk
755000,31000,49240,7004,16260,49240,49240
1347000,28000,49248,7004,16260,49248,49248
1909000,33000,49180,7004,16260,49180,49180
2468000,31000,49068,6980,16236,49068,49068
3026000,27000,49072,7136,16392,49072,49072
3575000,26000,48964,7140,16396,48964,48964
4130000,39000,49088,6976,16232,49088,49088
4704000,26000,49280,6976,16232,49280,49280
5254000,26000,49396,6812,16068,49396,49396
5811000,26000,49484,6756,16012,49484,49484
6363000,26000,49284,6928,16184,49284,49284
6907000,27000,49176,6928,16184,49176,49176
7455000,26000,49224,6928,16184,49224,49224
8032000,28000,49204,7004,16260,49204,49204
8596000,26000,49164,7004,16260,49164,49164
9175000,26000,49180,7004,16260,49180,49180
9738000,26000,49068,6980,16236,49068,49068
10299000,25000,49072,7136,16392,49072,49072
10852000,30000,48964,7140,16396,48964,48964
11408000,25000,49088,6976,16232,49088,49088
12002000,26000,49280,6976,16232,49280,49280
12585000,26000,49396,6812,16068,49396,49396
13146000,27000,49484,6756,16012,49484,49484
13713000,27000,49284,6928,16184,49284,49284
14312000,29000,49176,6928,16184,49176,49176
14868000,28000,49224,6928,16184,49224,49224
15414000,27000,49204,7004,16260,49204,49204
15977000,27000,49164,7004,16260,49164,49164
16544000,28000,49180,7004,16260,49180,49180
17111000,28000,49068,6980,16236,49068,49068
17676000,32000,49072,7136,16392,49072,49072
18255000,34000,48964,7140,16396,48964,48964
