t_ns,dur_ns,bytes_freed,bytes_moved,live_bytes,free_bytes,largest_free_chunk
60000,2000,4428,3588,3588,29172,29172
77000,1000,8116,64,3652,29108,29108
92000,1000,7916,228,3880,28880,28880
107000,1000,7416,644,4524,28236,28236
122000,1000,7644,456,4980,27780,27780
137000,1000,8032,96,5076,27684,27684
150000,1000,7872,236,5312,27448,27448
165000,1000,7568,508,5820,26940,26940
179000,1000,7548,644,6464,26296,26296
194000,1000,7960,24,6488,26272,26272
209000,0,8028,112,6600,26160,26160
222000,1000,8016,100,6700,26060,26060
237000,1000,7280,744,7444,25316,25316
251000,1000,7676,472,7916,24844,24844
267000,0,7916,236,8152,24608,24608
280000,0,7872,220,8372,24388,24388
294000,2000,7696,496,8868,23892,23892
308000,1000,7212,800,9668,23092,23092
323000,1000,7828,216,9884,22876,22876
338000,1000,8000,192,10076,22684,22684
351000,1000,7952,124,10200,22560,22560
366000,1000,7076,928,11128,21632,21632
381000,0,7728,456,11584,21176,21176
395000,1000,7908,184,11768,20992,20992
408000,1000,8128,36,11804,20956,20956
422000,2000,7560,496,12300,20460,20460
436000,1000,7504,668,12968,19792,19792
452000,0,7992,64,13032,19728,19728
466000,1000,7992,200,13232,19528,19528
479000,1000,7956,204,13436,19324,19324
493000,1000,7528,644,14080,18680,18680
507000,1000,7592,512,14592,18168,18168
522000,1000,7808,248,14840,17920,17920
535000,1000,8048,32,14872,17888,17888
549000,1000,7652,532,15404,17356,17356
563000,1000,7484,672,16076,16684,16684
579000,0,8132,60,16136,16624,16624
593000,0,7860,196,16332,16428,16428
606000,1000,7748,416,16748,16012,16012
621000,10000,28268,1088,4448,28312,28312
656000,1000,13720,420,4868,27892,27892
679000,5000,28076,1232,4592,28168,28168
706000,1000,12984,1080,5672,27088,27088
732000,4000,27964,1280,4640,28120,28120
759000,1000,13208,780,5420,27340,27340
784000,4000,28168,1084,4444,28316,28316
811000,1000,13724,288,4732,28028,28028
834000,4000,28068,1176,4536,28224,28224
862000,0,13816,220,4756,28004,28004
884000,4000,28104,1152,4512,28248,28248
913000,1000,13412,672,5184,27576,27576
937000,4000,28108,1124,4484,28276,28276
964000,2000,13252,808,5292,27468,27468
990000,4000,28236,1140,4500,28260,28260
1016000,1000,13600,336,4836,27924,27924
1040000,4000,28288,1048,4408,28352,28352
1069000,1000,14004,40,4448,28312,28312
1093000,1000,13252,840,5288,27472,27472
1118000,4000,28180,1096,4456,28304,28304
1145000,1000,13876,188,4644,28116,28116
1169000,4000,28248,1072,4432,28328,28328
1198000,1000,14000,120,4552,28208,28208
1222000,4000,28240,1108,4468,28292,28292
1249000,1000,13252,804,5272,27488,27488
1272000,5000,28224,1052,4412,28348,28348
1304000,2000,13192,912,5324,27436,27436
1330000,4000,28124,1268,4628,28132,28132
1357000,2000,13508,420,5048,27712,27712
1382000,4000,28020,1216,4576,28184,28184
1410000,0,13940,64,4640,28120,28120
1433000,2000,13172,784,5424,27336,27336
1459000,4000,28120,1132,4492,28268,28268
1485000,1000,13700,296,4788,27972,27972
1509000,4000,28064,1268,4628,28132,28132
1536000,1000,13728,184,4812,27948,27948
1559000,1000,13320,540,5352,27408,27408
1583000,4000,28204,1148,4508,28252,28252
1610000,4000,28148,228,4608,28152,28152
1638000,1000,13116,936,5544,27216,27216
1664000,4000,28048,1268,4628,28132,28132
1691000,2000,13508,420,5048,27712,27712
1716000,4000,28020,1216,4576,28184,28184
1744000,1000,13940,64,4640,28120,28120
1767000,2000,13172,784,5424,27336,27336
1793000,4000,28120,1132,4492,28268,28268
1819000,1000,13700,296,4788,27972,27972
1843000,4000,28064,1268,4628,28132,28132
1871000,1000,13728,184,4812,27948,27948
1894000,1000,13320,540,5352,27408,27408
1919000,4000,28204,1148,4508,28252,28252
1946000,4000,28148,228,4608,28152,28152
1973000,2000,13116,936,5544,27216,27216
1999000,4000,28048,1268,4628,28132,28132
2026000,1000,13508,420,5048,27712,27712
2050000,4000,28020,1216,4576,28184,28184
2078000,0,13940,64,4640,28120,28120
2106000,2000,13172,784,5424,27336,27336
2133000,4000,28120,1132,4492,28268,28268
2166000,1000,13700,296,4788,27972,27972
2192000,4000,28064,1268,4628,28132,28132
2223000,0,13728,184,4812,27948,27948
2248000,1000,13320,540,5352,27408,27408
2278000,4000,28204,1148,4508,28252,28252
2307000,4000,28148,228,4608,28152,28152
2336000,2000,13116,936,5544,27216,27216
2365000,4000,28048,1268,4628,28132,28132
2394000,2000,13508,420,5048,27712,27712
2421000,4000,28020,1216,4576,28184,28184
2450000,1000,13940,64,4640,28120,28120
2475000,1000,13172,784,5424,27336,27336
2501000,4000,28120,1132,4492,28268,28268
2528000,1000,13700,296,4788,27972,27972
2553000,5000,28064,1268,4628,28132,28132
2584000,0,13728,184,4812,27948,27948
2607000,2000,13320,540,5352,27408,27408
2633000,4000,28204,1148,4508,28252,28252
2662000,4000,28148,228,4608,28152,28152
2690000,2000,13116,936,5544,27216,27216
2717000,4000,28048,1268,4628,28132,28132
2745000,1000,13508,420,5048,27712,27712
2770000,4000,28020,1216,4576,28184,28184
2799000,1000,13940,64,4640,28120,28120
2824000,2000,13172,784,5424,27336,27336
2851000,4000,28120,1132,4492,28268,28268
2878000,1000,13700,296,4788,27972,27972
2903000,4000,28064,1268,4628,28132,28132
2933000,1000,13728,184,4812,27948,27948
2957000,1000,13320,540,5352,27408,27408
2983000,4000,28204,1148,4508,28252,28252
3012000,4000,28148,228,4608,28152,28152
3040000,2000,13116,936,5544,27216,27216
3067000,4000,28048,1268,4628,28132,28132
3094000,2000,13508,420,5048,27712,27712
3120000,4000,28020,1216,4576,28184,28184
3149000,1000,13940,64,4640,28120,28120
3174000,2000,13172,784,5424,27336,27336
3200000,4000,28120,1132,4492,28268,28268
3228000,0,13700,296,4788,27972,27972
3253000,4000,28064,1268,4628,28132,28132
3282000,1000,13728,184,4812,27948,27948
3306000,2000,13320,540,5352,27408,27408
